"","X","plus","mcmullen","state","locality","name","type","founding_date","em","ml","ce","de","sz","ld","vs","location","lon","lat","period"
"8100",8100,5570,6610,"VA","Fairfax County","Episcopal Theological Seminary - Rhetorical Society","Coll socy",NA,1850,1850,NA,1850,200,1850,200,"Fairfax County VA",-77.2405153,38.9085472,NA
"8101",8101,6167,6626,"VA","Fort Monroe","Artillary School U.S. Army","Mil acad",1824,NA,1884,NA,1875,2500,1875,2500,"Fort Monroe VA",-76.2985941,37.0171968,"Early National"
"8102",8102,3638,6631,"VA","Frederickburg","YMCA","YMCA",1856,NA,1859,NA,1858,550,1859,550,"Frederickburg VA",-77.4605399,38.3031837,"Antebellum"
"8103",8103,5266,6630,"VA","Fredricksburg","William Fairfax Gray's Circulating Library","Comm",1822,NA,1822,NA,NA,0,NA,0,"Fredricksburg VA",-77.4605399,38.3031837,"Early National"
"8104",8104,5267,6629,"VA","Fredricksburg","Peter B. Cottom and John Stewart Circulating Library","Comm",NA,1813,NA,1813,NA,0,NA,0,"Fredricksburg VA",-77.4605399,38.3031837,NA
"8105",8105,1653,31043,"VA","Front Royal","Front Royal Librarian Society","Socl",NA,1799,1799,NA,NA,0,NA,0,"Front Royal VA",-78.1944446,38.9181671,NA
"8106",8106,7087,31044,"VA","Gate City","Scott County Court Library","Law",NA,1860,1860,NA,1870,350,1870,350,"Gate City VA",-82.5809876,36.6378774,NA
"8107",8107,7383,42118,"VA","Germanna","Parochial Library","Church",1735,NA,1735,NA,NA,0,NA,0,"Germanna VA",-77.7569965,38.362764,"Colonial"
"8108",8108,6159,6635,"VA","Hampden Sidney","Union Theological Seminary","Theo coll",1825,NA,1884,NA,1830,2000,1875,10000,"Hampden Sidney VA",-78.4597173,37.2423746,"Early National"
"8109",8109,6149,6632,"VA","Hampden Sydney","Hampden Sydney College","Coll",1783,NA,1884,NA,1849,8000,1875,2000,"Hampden Sydney VA",-78.4597173,37.2423746,"Early National"
"8110",8110,5571,6633,"VA","Hampden Sydney","Hampden Sydney College - Philanthropic Society","Coll socy",1807,NA,1884,NA,1855,2765,1875,2500,"Hampden Sydney VA",-78.4597173,37.2423746,"Early National"
"8111",8111,5572,6634,"VA","Hampden Sydney","Hampden Sydney College - Union Society","Coll socy",1789,NA,1884,NA,1857,3500,1857,3500,"Hampden Sydney VA",-78.4597173,37.2423746,"Early National"
"8112",8112,5573,6636,"VA","Hampden Sydney","Union Theological Seminary - Society of Inquiry","Coll socy",NA,1850,1850,NA,1850,200,1850,200,"Hampden Sydney VA",-78.4597173,37.2423746,NA
"8113",8113,6156,6637,"VA","Hampton","Chesapeake Female College","Coll",NA,1858,1858,NA,1858,3000,1858,3000,"Hampton VA",-76.3452218,37.0298687,NA
"8114",8114,7001,6638,"VA","Hampton","National Military Home Southern Branch","Asylum",1871,NA,1884,NA,1875,1171,1875,1171,"Hampton VA",-76.3452218,37.0298687,NA
"8115",8115,1654,6639,"VA","Harrisonburg","Rockingham Library Assoc.","Socl",1867,NA,1900,NA,1875,375,1875,375,"Harrisonburg VA",-78.8689155,38.4495688,NA
"8116",8116,1655,31045,"VA","Harrisonburg","Rockingham Library Co.","Socl",1806,NA,1818,NA,NA,0,NA,0,"Harrisonburg VA",-78.8689155,38.4495688,"Early National"
"8117",8117,1656,31046,"VA","Hillsborough (now Hillsboro)","Hillsborough Library Co.","Socl",1815,NA,1825,NA,NA,0,NA,0,"Hillsborough (now Hillsboro) VA",-77.7227706,39.1981588,"Early National"
"8118",8118,6150,31047,"VA","Hollins","Valley Union Seminary","Coll",1846,NA,1989,NA,NA,0,NA,0,"Hollins VA",-79.9430952,37.3412463,"Antebellum"
"8119",8119,4470,31048,"VA","Jeffersonville (now Tazemell)","Jeffersonville Historical Society","Hist socl",NA,NA,NA,NA,NA,0,NA,0,"Jeffersonville (now Tazemell) VA",-85.7371847,38.2775702,NA
"8120",8120,7384,42119,"VA","Kikotan","Parochial Library","Church",1704,NA,1704,NA,NA,0,NA,0,"Kikotan VA",-78.6568942,37.4315734,"Colonial"
"8121",8121,7385,42113,"VA","King George's Co.","Parochial Library","Church",1762,NA,1762,NA,NA,0,NA,0,"King George's Co. VA",-77.1485163,38.2372863,"Colonial"
"8122",8122,7386,42120,"VA","Leeds","Parochial Library","Church",1764,NA,1764,NA,NA,0,NA,0,"Leeds VA",-76.7649392,37.2945425,"Colonial"
"8123",8123,1657,12858,"VA","Lewisburg","Lewisburg Circ. Library","Socl",1822,NA,1823,NA,NA,0,NA,0,"Lewisburg VA",-80.4456303,37.8017879,"Early National"
"8124",8124,1659,6642,"VA","Lexington","Lexington Library Company","Socl",NA,1858,1858,NA,NA,0,NA,0,"Lexington VA",-79.4428157,37.7840208,NA
"8125",8125,1658,6641,"VA","Lexington","Franklin Society","Socl",1813,NA,1884,NA,1875,5000,1875,5000,"Lexington VA",-79.4428157,37.7840208,"Early National"
"8126",8126,5576,6647,"VA","Lexington","Washington College - Graham Philanthropic Society","Coll socy",1809,NA,1875,NA,1850,1800,1875,2500,"Lexington VA",-79.4428157,37.7840208,"Early National"
"8127",8127,6168,6643,"VA","Lexington","Virginia Military Institute","Mil acad",1841,NA,1884,NA,1849,2500,1875,5000,"Lexington VA",-79.4428157,37.7840208,"Antebellum"
"8128",8128,6151,6646,"VA","Lexington","Washington College Library","Coll",1776,NA,1884,NA,1845,2700,1875,11000,"Lexington VA",-79.4428157,37.7840208,"Early National"
"8129",8129,5575,6645,"VA","Lexington","Virginia Military Institute - Virginia Dialectic Society","Coll socy",1848,NA,1854,NA,1854,272,1854,272,"Lexington VA",-79.4428157,37.7840208,"Antebellum"
"8130",8130,5577,6648,"VA","Lexington","Washington Colelge - Washington Literary society","Coll socy",1812,NA,1875,NA,1850,1800,1875,2500,"Lexington VA",-79.4428157,37.7840208,"Early National"
"8131",8131,5574,6644,"VA","Lexington","Virginia Military Institute - Society of Cadets","Coll socy",1840,NA,1855,NA,1855,600,1855,600,"Lexington VA",-79.4428157,37.7840208,"Antebellum"
"8132",8132,5268,31049,"VA","Lynchburg","Owen Family Circulating Library","Comm",NA,NA,NA,NA,NA,0,NA,0,"Lynchburg VA",-79.1422464,37.4137536,NA
"8133",8133,7758,12859,"VA","Lynchburg","Soldier's Library","Garr",NA,1864,1864,NA,NA,0,NA,0,"Lynchburg VA",-79.1422464,37.4137536,NA
"8134",8134,1660,6649,"VA","Madison","Madison Library Assoc.","Socl",1842,NA,1850,NA,1850,353,1850,353,"Madison VA",-78.2575035,38.3804062,"Antebellum"
"8135",8135,7388,31050,"VA","Madison","Presbyterian Church","Church",NA,1850,1850,NA,1850,250,1850,250,"Madison VA",-78.2575035,38.3804062,NA
"8136",8136,7387,42121,"VA","Manicantown","Parochial Library","Church",NA,NA,NA,NA,NA,0,NA,0,"Manicantown VA",-77.7398665,37.5438287,NA
"8137",8137,4341,6651,"VA","New Market","Lee Literary Society","Lit socy",1870,NA,1884,NA,1875,850,1875,850,"New Market VA",-78.6714064,38.647896,NA
"8138",8138,1661,6652,"VA","Norfolk","Norfolk Library Assoc.","Socl",1870,NA,1884,NA,1875,3400,1875,3400,"Norfolk VA",-76.2858726,36.8507689,NA
"8139",8139,4167,6653,"VA","Norfolk","Odd Fellows' Library","Frat",1871,NA,1875,NA,1875,1500,1875,1500,"Norfolk VA",-76.2858726,36.8507689,NA
"8140",8140,2721,12863,"VA","Norfolk","Norfolk Law Library","Law socl",NA,1863,1863,NA,NA,0,NA,0,"Norfolk VA",-76.2858726,36.8507689,NA
"8141",8141,3869,95082,"VA","Norfolk","Norfolk Athenaeum","Athen",NA,1828,1828,NA,NA,0,NA,0,"Norfolk VA",-76.2858726,36.8507689,NA
"8142",8142,5269,12862,"VA","Norfolk","Norfolk Circulating Library","Comm",NA,1795,1796,NA,NA,0,NA,0,"Norfolk VA",-76.2858726,36.8507689,NA
"8143",8143,7085,95285,"VA","Norfolk","Norfolk Law Library","Law",NA,1863,1863,NA,NA,0,NA,0,"Norfolk VA",-76.2858726,36.8507689,NA
"8144",8144,7086,31041,"VA","Norfolk","Norfolk Law Library","Law",NA,1870,1870,NA,NA,0,NA,0,"Norfolk VA",-76.2858726,36.8507689,NA
"8145",8145,7390,42116,"VA","Orange Co.","Parochial Library","Church",1757,NA,1757,NA,NA,0,NA,0,"Orange Co. VA",-77.973865,38.2426674,"Colonial"
"8146",8146,7391,42114,"VA","Orange County","Parochial Library","Church",1762,NA,1762,NA,NA,0,NA,0,"Orange County VA",-77.973865,38.2426674,"Colonial"
"8147",8147,7389,42115,"VA","Orange County","Parochial Library","Church",1756,NA,1756,NA,NA,0,NA,0,"Orange County VA",-77.973865,38.2426674,"Colonial"
"8148",8148,7898,31051,"VA","Palmyra","Court Library","Co law",NA,1870,1870,NA,1870,100,1870,100,"Palmyra VA",-78.2633426,37.8609872,NA
"8149",8149,3053,6655,"VA","Petersburg","Petersburg Benevolent Mechanic Assoc.","Mech",1825,NA,1884,NA,NA,0,NA,0,"Petersburg VA",-77.4019267,37.2279279,"Early National"
"8150",8150,1662,6654,"VA","Petersburg","Library Of Petersburg","Socl",1853,NA,1875,NA,1857,4700,1875,3519,"Petersburg VA",-77.4019267,37.2279279,"Antebellum"
"8151",8151,3639,6656,"VA","Petersburg","YMCA","YMCA",1875,NA,1884,NA,NA,0,NA,0,"Petersburg VA",-77.4019267,37.2279279,NA
"8152",8152,3318,12860,"VA","Petersburg","Athenaeum","Athen",1840,NA,NA,1841,NA,0,NA,0,"Petersburg VA",-77.4019267,37.2279279,"Antebellum"
"8153",8153,3794,12861,"VA","Petersburg","Speculative Society of the Town of Petersburg","Socy",1795,NA,NA,1830,NA,0,NA,0,"Petersburg VA",-77.4019267,37.2279279,"Early National"
"8154",8154,3640,6659,"VA","Portsmouth","YMCA","YMCA",1856,NA,1858,NA,1858,320,1858,320,"Portsmouth VA",-76.2982742,36.8354258,"Antebellum"
"8155",8155,1663,6657,"VA","Portsmouth","Library Assoc.","Socl",NA,1858,1858,NA,NA,0,NA,0,"Portsmouth VA",-76.2982742,36.8354258,NA
"8156",8156,3793,31052,"VA","Portsmouth","Adelphian Society","Socy",NA,1860,1860,NA,1860,476,1860,476,"Portsmouth VA",-76.2982742,36.8354258,NA
"8157",8157,6152,6658,"VA","Portsmouth","Virginia Male and Female College Institute","Coll",1851,NA,1858,NA,1858,1750,1858,1750,"Portsmouth VA",-76.2982742,36.8354258,"Antebellum"
"8158",8158,8017,6671,"VA","Richmond","Teachers Library","Public",1870,NA,1875,NA,1875,400,1875,400,"Richmond VA",-77.4360481,37.5407246,NA
"8159",8159,2719,12864,"VA","Richmond","Christian Library Assoc.","Rel socl",1812,NA,1812,NA,NA,0,NA,0,"Richmond VA",-77.4360481,37.5407246,"Early National"
"8160",8160,2720,6669,"VA","Richmond","St. Mary's Sodality","Rel socl",1872,NA,1875,NA,1875,920,1875,920,"Richmond VA",-77.4360481,37.5407246,NA
"8161",8161,3641,6675,"VA","Richmond","YMCA","YMCA",1854,NA,1884,NA,1857,2170,1875,3600,"Richmond VA",-77.4360481,37.5407246,"Antebellum"
"8162",8162,3253,95079,"VA","Richmond","Mercantile Library Association","Merc",NA,1839,1839,NA,NA,0,NA,0,"Richmond VA",-77.4360481,37.5407246,NA
"8163",8163,2918,12866,"VA","Richmond","Juvenile Library Co.","Juv socl",NA,1823,1823,NA,NA,0,NA,0,"Richmond VA",-77.4360481,37.5407246,NA
"8164",8164,1664,12868,"VA","Richmond","Richmond Library","Socl",NA,1801,1827,NA,NA,0,NA,0,"Richmond VA",-77.4360481,37.5407246,NA
"8165",8165,1665,6668,"VA","Richmond","Richmond Library Assoc.","Socl",NA,1841,1858,NA,1850,1600,1850,1600,"Richmond VA",-77.4360481,37.5407246,NA
"8166",8166,3408,6661,"VA","Richmond","McGill Lyceum","Lyceum",1875,NA,1875,NA,1875,300,1875,300,"Richmond VA",-77.4360481,37.5407246,NA
"8167",8167,4168,6662,"VA","Richmond","Masonic Library","Frat",1777,NA,1884,NA,NA,0,NA,0,"Richmond VA",-77.4360481,37.5407246,"Early National"
"8168",8168,6160,6667,"VA","Richmond","Richmond Institute","Theo coll",1868,NA,1884,NA,NA,0,NA,0,"Richmond VA",-77.4360481,37.5407246,NA
"8169",8169,6780,6674,"VA","Richmond","Virginia Penitentiary","Prison",1868,NA,1875,NA,1875,300,1875,300,"Richmond VA",-77.4360481,37.5407246,NA
"8170",8170,6161,6672,"VA","Richmond","Virginia Baptist Seminary","Theo coll",1832,NA,1858,NA,1845,1000,1858,1000,"Richmond VA",-77.4360481,37.5407246,"Antebellum"
"8171",8171,6153,6664,"VA","Richmond","Richmond College","Coll",1846,NA,1884,NA,1850,1200,1875,3000,"Richmond VA",-77.4360481,37.5407246,"Antebellum"
"8172",8172,6164,6663,"VA","Richmond","Medical College of Virginia","Med coll",1851,NA,1875,NA,1870,600,1875,1000,"Richmond VA",-77.4360481,37.5407246,"Antebellum"
"8173",8173,7783,6670,"VA","Richmond","Virginia State Library","State",1823,NA,1884,NA,1828,1313,1875,35000,"Richmond VA",-77.4360481,37.5407246,"Early National"
"8174",8174,3919,6660,"VA","Richmond","McGill-Catholic Union","Rel socy",1873,NA,1884,NA,NA,0,NA,0,"Richmond VA",-77.4360481,37.5407246,NA
"8175",8175,5579,6666,"VA","Richmond","Richmond College - Society Libraries","Coll socy",NA,1875,1875,NA,1875,1500,1875,1500,"Richmond VA",-77.4360481,37.5407246,NA
"8176",8176,7130,95281,"VA","Richmond","Mercantile Reading Room","Read room",NA,1872,1872,NA,NA,0,NA,0,"Richmond VA",-77.4360481,37.5407246,NA
"8177",8177,4471,6673,"VA","Richmond","Virginia Historical and Philosophical society","Hist socl",1831,NA,1884,NA,1850,1200,1875,8000,"Richmond VA",-77.4360481,37.5407246,"Antebellum"
"8178",8178,5271,12867,"VA","Richmond","Peter Cottom's Circulating Library","Comm",1815,NA,1815,NA,NA,0,NA,0,"Richmond VA",-77.4360481,37.5407246,"Early National"
"8179",8179,5270,12865,"VA","Richmond","J.H. Nash Circulating Library","Comm",NA,1828,1828,NA,NA,0,NA,0,"Richmond VA",-77.4360481,37.5407246,NA
"8180",8180,5578,6665,"VA","Richmond","Richmond College - Mu Sigma Rho Society","Coll socy",NA,1850,1875,NA,1850,60,1875,1500,"Richmond VA",-77.4360481,37.5407246,NA
"8181",8181,4342,6708,"VA","Romney","The Literary Society of Romney","Lit socy",1819,NA,1884,NA,1850,1050,1875,1500,"Romney VA",-78.7566839,39.3420431,"Early National"
"8182",8182,6154,6676,"VA","Salem","Roanoke College","Coll",1853,NA,1884,NA,1857,2500,1875,14000,"Salem VA",-80.0547626,37.2934681,"Antebellum"
"8183",8183,5581,6678,"VA","Salem","Roanoke College - Historical Society of Roanoke College","Coll socy",1875,NA,1875,NA,1875,500,1875,500,"Salem VA",-80.0547626,37.2934681,NA
"8184",8184,5580,6677,"VA","Salem","Roanoke College - Demosthenean Library","Coll socy",1850,NA,1884,NA,NA,0,NA,0,"Salem VA",-80.0547626,37.2934681,"Antebellum"
"8185",8185,6162,6679,"VA","Salem","Theological Seminary Luthern","Theo coll",1873,NA,1875,NA,1875,500,1875,500,"Salem VA",-80.0547626,37.2934681,NA
"8186",8186,7760,12869,"VA","St. Staunton","Soldier's Library","Garr",NA,NA,NA,NA,NA,0,NA,0,"St. Staunton VA",-79.8477479,37.8045503,NA
"8187",8187,2722,6680,"VA","Staunton","August County Law Library","Law socl",1852,NA,1884,NA,NA,0,NA,0,"Staunton VA",-79.0716958,38.149576,"Antebellum"
"8188",8188,7002,42122,"VA","Staunton","Western Lunatic Asylum","Asylum",NA,1842,1842,NA,NA,0,NA,0,"Staunton VA",-79.0716958,38.149576,NA
"8189",8189,7759,12870,"VA","Staunton","Soldier's Library","Garr",NA,NA,NA,NA,NA,0,NA,0,"Staunton VA",-79.0716958,38.149576,NA
"8190",8190,7899,31053,"VA","Warm Springs","Court Library","Co law",NA,1870,1870,NA,1870,200,1870,200,"Warm Springs VA",-79.7905863,38.0460901,NA
"8191",8191,7003,31054,"VA","Williamsburg","Eastern Lunatic Asylum","Asylum",1841,NA,1991,NA,NA,0,NA,0,"Williamsburg VA",-76.7074571,37.2707022,"Antebellum"
"8192",8192,6165,6683,"VA","Williamsburg","William and Mary College - Law School","Law coll",NA,1858,1858,NA,1858,1000,1858,1000,"Williamsburg VA",-76.7074571,37.2707022,NA
"8193",8193,6155,6682,"VA","Williamsburg","William and Mary College Library","Coll",1693,NA,1884,NA,1845,5000,1875,5000,"Williamsburg VA",-76.7074571,37.2707022,"Colonial"
"8194",8194,3642,6684,"VA","Winchester","YMCA","YMCA",1856,NA,NA,1877,1857,734,1858,1062,"Winchester VA",-78.1633341,39.1856597,"Antebellum"
"8195",8195,380,99037,"VT","Andover","Soc. Library","Socl",NA,NA,NA,NA,NA,0,NA,0,"Andover VT",-72.6965278,43.2773586,NA
"8196",8196,381,6498,"VT","Arlington","Arlington Library Society","Socl",1803,NA,1803,NA,NA,0,NA,0,"Arlington VT",-73.1539954,43.0747996,"Early National"
"8197",8197,382,6499,"VT","Barnard","Social Library","Socl",NA,1800,1800,NA,NA,0,NA,0,"Barnard VT",-72.6189876,43.728679,NA
"8198",8198,2805,6500,"VT","Barnet","Ladies Library","Ladies",1872,NA,1885,NA,1875,500,1875,500,"Barnet VT",-72.0493779,44.2968323,NA
"8199",8199,4424,6501,"VT","Barre","Barre Historical Society","Hist socl",1812,NA,1812,NA,NA,0,NA,0,"Barre VT",-72.5020494,44.1970055,"Early National"
"8200",8200,383,6502,"VT","Bennington","Free Library","Socl",1865,NA,1884,NA,1875,3333,1875,3333,"Bennington VT",-73.1967741,42.8781345,NA
"8201",8201,2804,6504,"VT","Benson","Benson Female Library Society.","Ladies",1833,NA,1838,NA,NA,0,NA,0,"Benson VT",-73.3001233,43.7099497,"Antebellum"
"8202",8202,4310,6503,"VT","Benson","Benson Book Club","Lit socy",1855,NA,1883,NA,NA,0,NA,0,"Benson VT",-73.3001233,43.7099497,"Antebellum"
"8203",8203,7963,6505,"VT","Bradford","Merrill Library","Public",1848,NA,1884,NA,NA,0,NA,0,"Bradford VT",-72.1289793,43.9925666,"Antebellum"
"8204",8204,385,6508,"VT","Bradford","Social Library","Socl",1796,NA,1796,NA,NA,0,NA,0,"Bradford VT",-72.1289793,43.9925666,"Early National"
"8205",8205,384,6506,"VT","Bradford","Public Library","Socl",1875,NA,1884,NA,NA,0,NA,0,"Bradford VT",-72.1289793,43.9925666,NA
"8206",8206,3958,6507,"VT","Bradford","Scientific Assoc.","Sci eng socy",1857,NA,1875,NA,1875,420,1875,420,"Bradford VT",-72.1289793,43.9925666,"Antebellum"
"8207",8207,3515,6510,"VT","Brandon","Ladies' Book Club","Ladies' socy",1869,NA,1884,NA,NA,0,NA,0,"Brandon VT",-73.0876119,43.7981195,NA
"8208",8208,4544,6509,"VT","Brandon","Brandon Farmers' Club, Society","Agri socl",NA,1867,1867,NA,1867,200,1867,200,"Brandon VT",-73.0876119,43.7981195,NA
"8209",8209,386,6511,"VT","Brattleboro","Brattleboro Library Assoc.","Socl",1842,NA,1875,NA,1857,1873,1875,3000,"Brattleboro VT",-72.5578678,42.8509152,"Antebellum"
"8210",8210,6834,6512,"VT","Brattleborough","Vermont Asylum for the Insane","Asylum",1836,NA,1884,NA,1875,1000,1875,1000,"Brattleborough VT",-72.5578678,42.8509152,"Antebellum"
"8211",8211,387,6513,"VT","Brookfield","Social Library","Socl",1791,NA,1846,NA,1835,800,1835,800,"Brookfield VT",-72.6034385,44.0422861,"Early National"
"8212",8212,7964,6514,"VT","Burlington","Fletcher Free Library","Public",1874,NA,1884,NA,1875,8500,1875,8500,"Burlington VT",-73.212072,44.4758825,NA
"8213",8213,485,6517,"VT","Burlington","","YMA",1860,NA,1875,NA,1875,2000,1875,2000,"Burlington VT",-73.212072,44.4758825,"Antebellum"
"8214",8214,2986,95075,"VT","Burlington","Burlington Mechanics' Institute","Mech",1842,NA,1847,NA,NA,0,NA,0,"Burlington VT",-73.212072,44.4758825,"Antebellum"
"8215",8215,3347,12852,"VT","Burlington","Burlington Lyceum","Lyceum",1852,NA,1852,NA,NA,0,NA,0,"Burlington VT",-73.212072,44.4758825,"Antebellum"
"8216",8216,5408,6840,"VT","Burlington","Univ. of Vermont - University Institute Society","Coll socy",NA,1858,1858,NA,1858,1500,1858,1500,"Burlington VT",-73.212072,44.4758825,NA
"8217",8217,5406,6839,"VT","Burlington","University of Vermont - Society for Religious Inquiry","Coll socy",1830,NA,1875,NA,1857,534,1875,2500,"Burlington VT",-73.212072,44.4758825,"Antebellum"
"8218",8218,7190,95134,"VT","Burlington","St. Paul's Church Parish Library","Church",NA,1847,1847,NA,NA,0,NA,0,"Burlington VT",-73.212072,44.4758825,NA
"8219",8219,5893,6516,"VT","Burlington","University of Vermont College Library","Coll",1800,NA,1884,NA,1834,1000,1875,13521,"Burlington VT",-73.212072,44.4758825,"Early National"
"8220",8220,7191,6515,"VT","Burlington","Parish Library - First Unitarian Church","Church",1823,NA,1884,NA,1875,1250,1875,1250,"Burlington VT",-73.212072,44.4758825,"Early National"
"8221",8221,5409,6838,"VT","burlington","University of Vermont - Phi Sigma Nu Society","Coll socy",1823,NA,1857,NA,1857,1874,1857,1874,"burlington VT",-73.212072,44.4758825,"Early National"
"8222",8222,5892,12853,"VT","Burlington","University of Vermont College of Medicine Library","Med coll",1823,NA,1957,NA,NA,0,NA,0,"Burlington VT",-73.212072,44.4758825,"Early National"
"8223",8223,7188,95132,"VT","Burlington","First Congregational Church","Church",NA,1873,1879,NA,NA,0,NA,0,"Burlington VT",-73.212072,44.4758825,NA
"8224",8224,388,6518,"VT","Calais","Circulating Library","Socl",1832,NA,1884,NA,NA,0,NA,0,"Calais VT",-72.4663426,44.363296,"Antebellum"
"8225",8225,7965,6519,"VT","Cavendish","Fletcher Library","Public",1868,NA,1884,NA,1875,3200,1875,3200,"Cavendish VT",-72.5914616,43.4145061,NA
"8226",8226,395,99038,"VT","Cavendish","","Socl",NA,NA,NA,NA,NA,0,NA,0,"Cavendish VT",-72.5914616,43.4145061,NA
"8227",8227,389,6521,"VT","Chelsea","Library Assoc.","Socl",1842,NA,1884,NA,1875,400,1875,400,"Chelsea VT",-72.4475994,43.989788,"Antebellum"
"8228",8228,2803,6520,"VT","Chelsea","Chelsea Ladies' Library","Ladies",1864,NA,1884,NA,NA,0,NA,0,"Chelsea VT",-72.4475994,43.989788,NA
"8229",8229,390,99039,"VT","Chester","","Socl",NA,NA,NA,NA,NA,0,NA,0,"Chester VT",-72.5951082,43.2628476,NA
"8230",8230,4874,6522,"VT","Chester","Hoyt's Circulating Library","Comm",NA,1875,1875,NA,1875,500,1875,500,"Chester VT",-72.5951082,43.2628476,NA
"8231",8231,486,6524,"VT","Cornwall","Young Gentlemen's Society of Cornwall","YMA",1804,NA,NA,1858,NA,0,NA,0,"Cornwall VT",-73.2103951,43.960893,"Early National"
"8232",8232,391,6523,"VT","Cornwall","Lane Library Assoc.","Socl",1858,NA,1884,NA,NA,0,NA,0,"Cornwall VT",-73.2103951,43.960893,"Antebellum"
"8233",8233,392,6525,"VT","Derby","Derby Library","Socl",NA,1853,1858,NA,1858,500,1858,500,"Derby VT",-72.1345069,44.9639953,NA
"8234",8234,3959,6526,"VT","Derby","Onleans County Society Natural Sciences","Sci eng socy",NA,1875,1875,NA,1875,300,1875,300,"Derby VT",-72.1345069,44.9639953,NA
